,TECH_CO,BANK_CO,ENERGY_CO,HEALTH_CO,BOND_ETF
2015-02-06,90.77939103901896,91.55310020340883,84.02218245525074,92.65182998657187,96.79938166122852
2015-02-09,90.41691206590555,90.83665526999674,83.08571361396413,91.76366504250532,96.76575601122758
2015-02-10,89.93555345447412,90.4330106544137,83.60437994649038,92.03456932367502,96.94726737367036
2015-02-11,88.13474557447864,90.00303733979011,83.64915706431363,91.39290738659221,97.00275554058318
2015-02-12,89.76250937915454,91.44919900128605,84.27330777396345,93.38708443956081,97.15217568373184
2015-02-13,91.23422635994683,93.01622220561508,86.79166340983286,95.47917618862033,96.91202432254663
2015-02-16,89.87363500541896,90.25799587751862,84.68321201564967,94.51678179299759,96.37188999174965
2015-02-17,87.58104845821765,87.38468584630942,81.9494894720537,92.50032519574347,95.9450134577628
2015-02-18,85.69581311462096,85.0385341501369,79.004165432426,91.4668251547589,95.82208513309361
2015-02-19,85.39117070983389,85.3596654331006,78.77702774857642,91.15449212673799,96.08574003296633
2015-02-20,84.78592590561865,84.45790271801357,79.31380596640956,89.32422632807632,96.127281584791
2015-02-23,84.68304981188547,83.86029696434973,78.89499389908849,89.83621405355477,96.68292493746674
2015-02-24,84.56415020630055,84.37546864854441,78.98870242495781,88.2072818998501,96.73151508786317
2015-02-25,80.7659514801603,82.66611066608573,78.56726959474594,87.16274468421256,96.81159989986257
2015-02-26,81.02174236126373,82.02678174543672,77.98172420033094,86.63276730121187,96.8940272684306
2015-02-27,82.03775504148247,82.79615151103444,77.87676783418573,87.52387479678022,96.32310207583
2015-03-02,81.87614291253215,83.68660487251384,78.70032017076673,87.17360874473708,96.53204265572367
2015-03-03,82.58033508193773,85.19842682348468,80.0735156410433,86.05267804556152,96.17201441112432
2015-03-04,82.6510978115848,84.83733309283677,79.8879411438258,85.92654828362095,96.05874583585702
2015-03-05,82.92884735269078,85.69691789520851,79.78615355962258,85.86269784781778,96.86446088293596
2015-03-06,84.83042175192176,87.38782014680332,81.46935438387968,86.87204561975564,96.46077274942421
2015-03-09,84.54309368916836,87.25435634683629,82.44032922418451,87.19729842266582,96.5152624757889
2015-03-10,83.69143068796258,87.38987090708427,82.43196530577562,86.9637006420354,96.62843107498601
2015-03-11,82.91538927466488,86.82339191845736,81.37184979431078,86.208523382823,96.68660255803016
2015-03-12,81.82804578749489,86.89255720536114,80.88594436609368,86.98625121920108,96.7023584650286
2015-03-13,83.44172975564717,87.32777134158893,80.92776768020028,87.504350373332,96.52810407614626
2015-03-16,83.15264508360092,87.25926361840038,80.06689784311783,86.82830945766233,97.21810690311153
2015-03-17,82.4697777710295,87.19873841635481,81.27423901510319,86.36284205422177,96.55233728308512
2015-03-18,83.7815424475756,88.75070668068629,83.9109614267616,87.11749450740295,96.2206257662541
2015-03-19,82.91803547307782,88.18268749050353,83.65186430124277,85.68410269584489,96.73614852621301
2015-03-20,82.84138252609633,87.74193247926954,83.48251028651474,85.66870376573644,96.93673381587516
2015-03-23,83.02169203310103,87.73844003271203,83.88183063616019,87.10854873113769,96.69198871706828
2015-03-24,81.82557478385135,87.98356523215901,82.53146301719576,86.11143256603827,96.40293285841325
2015-03-25,82.24710529554535,88.03762093967578,82.84125609035911,86.03721625198591,96.33335861224607
2015-03-26,84.03781587063446,89.7579376583957,83.73369328626794,87.31239445684044,97.24210466902456
2015-03-27,83.36995960340352,88.41492049535228,83.74228430103716,87.51607066901377,97.42480994872885
2015-03-30,83.48522418999704,88.0245911046163,83.14663216633814,87.03012352202289,97.08839595678607
2015-03-31,83.13822831106069,86.79819095031294,82.27396655847762,87.02059313639315,97.18396669665084
2015-04-01,82.77710855076286,86.33882924362273,81.46736368941713,87.40688088671115,96.98573610803304
2015-04-02,81.28627690102009,85.66921271221058,80.96001110488771,85.3269254453448,97.51031984216522
2015-04-03,82.76523297922634,86.09141320961908,81.23885191677938,84.85898753923969,97.62533524202132
2015-04-06,83.91543880291802,85.78053511522653,81.28027037249466,83.56859779857314,98.0716706759442
2015-04-07,83.68777900231183,87.03442383594788,82.31048053975958,83.379785213349,98.14175722293342
2015-04-08,83.37827221401612,86.52166728694242,81.41682009723625,82.95007112784067,98.85942173055518
2015-04-09,82.49446231431573,85.81428970313891,79.42780556677282,82.29975089119836,99.01688293539439
2015-04-10,82.51879995096327,84.88904467536669,79.83674731921057,81.25988250124831,99.12911396737132
2015-04-13,81.83900851697405,84.9621413153917,79.61290513233776,81.61131448204797,98.79085605942363
2015-04-14,81.06956276080825,84.15111176708614,79.55943973071778,80.43376395978608,98.66005234061588
2015-04-15,80.43837855044394,82.45966306599871,77.12041902912763,79.53490951848123,98.80967943164526
2015-04-16,78.66947704988178,81.06690918001098,75.34435893844037,79.05125700924388,98.65293183578714
2015-04-17,78.66492826066717,80.31421344700853,75.1898220104211,78.05110186461515,99.53057960358565
2015-04-20,78.85480225030214,78.85523390831011,74.15451021104502,77.14087897294118,99.54162410861113
2015-04-21,80.33948286364306,78.61730548090323,73.2106177471574,76.52120452213241,99.29158413214058
2015-04-22,81.50856189858571,78.9344576029684,72.84686642760876,76.6934215017248,99.65036432676347
2015-04-23,80.0405462359991,76.53387913689257,71.71204574217599,74.62539780560425,99.4807810469243
2015-04-24,78.3725113864067,75.90316023682598,71.30267924279134,73.67324906489807,99.63754698198784
2015-04-27,76.9039166482537,74.56925480410555,70.07810227259101,72.74630936033425,99.61998329186818
2015-04-28,76.87998470150332,74.96174647815882,71.258555899038,72.66368253011751,99.38413299874703
2015-04-29,76.45385272154138,74.7421247497855,71.22490539650973,72.00632879365666,99.8832369824029
2015-04-30,76.61004799647529,74.66335146145447,70.74256328185004,71.39658722384296,99.93026964324922
2015-05-01,76.46935617005812,74.3183435752214,69.5843165698203,71.2192596742148,100.32661183670947
2015-05-04,75.9140909901605,73.31193240990113,69.29648378781707,71.06336178977556,100.22264614876575
2015-05-05,75.42912895472445,72.77515923272745,68.90793017541804,70.55926361749242,99.73833998324646
2015-05-06,74.87914073341594,72.02462975196514,68.11541772680857,69.77322382586647,99.32013466834641
2015-05-07,74.20073180818689,70.99407420566418,67.30562160887332,69.28801190600396,99.1549726339827
2015-05-08,74.52148496284336,70.98816865704816,67.31429149989795,68.29118739323243,99.10612089749921
2015-05-11,76.00708771692979,71.91168473698707,67.13726676049048,69.41998426101948,99.14017037597121
2015-05-12,74.71479035013544,69.80099019838113,64.89601975802509,67.93829642526605,99.33330554344451
2015-05-13,74.71452916028828,70.09139787153057,65.64672250163451,67.7466392405541,98.91701807037285
2015-05-14,73.50002806039569,69.40944903016758,65.1701070775814,67.29110589897482,99.01135493322451
2015-05-15,73.03164234443446,69.14443503482016,65.0942834700302,67.61979162067301,98.60493729796514
2015-05-18,73.130633957221,68.70718522166831,64.00940906790265,67.86248050105765,98.38398335768197
2015-05-19,72.22213248559204,68.85807302212021,63.887287676907114,67.5184399950859,99.28619862992868
2015-05-20,72.66302396473047,68.78844200658686,63.39299763216529,67.39609487081735,99.74482739123414
2015-05-21,70.96141741703848,67.17154338719486,62.23964634192946,67.22469420059898,99.63320372649643
2015-05-22,71.38943125781915,67.63517152361268,62.15682565797705,67.37149889751947,100.27527658517714
2015-05-25,72.50778513122762,68.96000208528946,63.425632641194,69.08016972433141,100.78965226837009
2015-05-26,72.79766408078022,69.9412693700821,64.20606760886982,70.26296349361964,101.11899900882051
2015-05-27,71.31962215539653,69.0700380987576,63.00021256934022,68.68563562080922,101.65499146999785
2015-05-28,71.98610788395091,69.31506251476993,63.908735434924665,68.79621301223864,101.58209889183266
2015-05-29,70.91890088675338,68.8113279157909,63.02558789104916,68.8300599322462,101.55294855183791
2015-06-01,70.46194095914603,68.15087491425756,63.05256406925154,68.07236635920756,101.26306763033209
2015-06-02,72.71290866201944,69.5585774321123,63.827586738815555,68.77784809628537,101.48530494455879
2015-06-03,72.0279775443568,69.55552036439714,64.05404373001974,68.25751579137534,101.05609632529158
2015-06-04,71.64750524579185,68.43451312170274,63.18374577889978,67.7818086251564,100.89329848327544
2015-06-05,71.81983598875884,68.01585692859935,62.828923934955064,67.06174700789231,101.070549318629
2015-06-08,71.35756112339907,67.94818427141118,62.729500874317964,67.49732470187483,100.907304731684
2015-06-09,70.53531834769329,68.00784577272009,62.7135214310392,67.0106226765267,101.0450990850438
2015-06-10,71.65105372773269,69.31804826691888,64.63402799726329,68.24414342203391,101.70783949109897
2015-06-11,72.67011702974871,69.50339128833801,64.70351639396806,68.46270377017117,101.37303339793671
2015-06-12,72.97272964738367,70.10339733805586,65.51944591563205,68.57610262982523,101.88755768369357
2015-06-15,72.74215908809559,70.3076140437785,65.42708433664608,68.56888948796801,101.65954138957136
2015-06-16,73.70487232993382,71.50747709813317,67.37778349523045,69.16277873482002,101.34289247441428
2015-06-17,72.38664082449155,70.79804682772365,66.92300106902265,67.59637636508928,101.43810082899165
2015-06-18,71.71548429447795,69.78982879089243,65.86816938702552,66.92501404280655,101.81918665228874
2015-06-19,70.28945823848079,69.41755314718425,66.63337185415025,67.8619195003097,101.58039391606152
2015-06-22,70.30835317810472,70.34842677870898,67.07170652626998,68.167373473118,101.33683974563536
2015-06-23,70.1223576645303,70.43551899148684,66.5236536716112,68.01863800296584,101.19626992011092
2015-06-24,69.96915170092697,70.58788594225544,66.94615037809162,67.35958264727692,100.95668110346682
2015-06-25,70.72860954167427,71.3007301082396,68.49434119572108,67.39512230487033,101.03851050269081
2015-06-26,71.44039974942518,70.43575391873507,67.80819355811374,66.88910215292256,100.80202896145364
2015-06-29,72.78011326431879,70.44962398996793,68.68534969509444,67.01442830508356,100.72741407218781
2015-06-30,72.53475705985471,70.27548872811406,68.83949182761452,66.40464196688104,100.86746594756191
2015-07-01,73.01513037556121,71.02957933411857,68.99366288584054,65.70790490847907,100.73532744864191
2015-07-02,71.68666971220405,70.57373805929522,68.07016322888789,64.2230780572318,101.1581937371783
2015-07-03,71.89954862727753,70.57633006551349,68.42970819385295,64.2299118090203,100.93402514815818
2015-07-06,72.46174504963659,71.03259767797641,67.85060129861337,64.34696552188667,100.67688922959317
2015-07-07,71.72539719647884,71.69481494047582,68.08580568159344,63.7839613039009,101.4128080690855
2015-07-08,71.54018707017768,71.34251201955342,68.01145059767751,63.34124727006789,101.96400904700562
2015-07-09,71.12435592953372,71.17396675312816,69.17849418886505,62.51871053665041,102.00476058551007
2015-07-10,71.18182769975728,70.32119690462571,68.4000578268941,62.192448095267515,102.31696333601026
2015-07-13,70.34533450818145,69.13389677565215,66.9810012598138,61.612729015895454,102.45430573141559
2015-07-14,69.13539698604993,68.92837193041956,67.38957400722053,61.8701992666309,102.28684007782054
2015-07-15,69.06589335328816,68.22762674907817,66.19649900797536,61.11220066425192,102.54446907316976
2015-07-16,69.98088929966106,68.28776092875842,66.92992763986209,60.907812491553216,102.66918529873068
2015-07-17,72.00695467537514,69.85435035866405,68.45197460831108,62.110858216620116,103.1463145217582
2015-07-20,70.60993856662931,69.49447214865545,68.20141951246407,62.00375624187674,102.4984935165601
2015-07-21,71.37450869618608,69.44628698926387,68.97431291469387,63.31777321297801,102.80381844777722
2015-07-22,71.67140866942799,70.1681485087932,68.60762572627512,63.39216718950675,102.87927070416347
2015-07-23,71.87231105588255,70.81044517934528,68.94628054102986,63.799354315080784,102.64757849724356
2015-07-24,71.21653927046692,70.33031961694476,67.69141435862574,63.22423726989368,102.50901266719372
2015-07-27,70.74228573858723,69.35803245332113,67.76225117494833,64.10543529812244,102.37921403326742
2015-07-28,71.13986527172406,69.29269480048593,67.73251611601758,64.92240574224931,101.92167476966294
2015-07-29,71.78289916324381,70.44962827985802,68.54377978580995,65.01757408741791,101.73244655142477
2015-07-30,72.29464636789372,71.1407974420064,68.72737004832116,64.14905421049707,102.02680151485978
2015-07-31,72.86322821335314,71.6918233539722,69.8532333166593,64.21568431309733,101.50165509829388
2015-08-03,73.59622540744174,71.21119208565617,70.52478966454447,63.809585719160744,101.3833936878846
2015-08-04,74.35615221985061,71.75558112528306,71.15480866933406,64.89604318230064,100.56274790421627
2015-08-05,74.41383146666988,71.71543320977258,70.51762097912497,64.95020857508823,100.37546426105376
2015-08-06,73.78834691825043,71.41340195140103,70.23863466180865,64.43527766673756,100.52813788946979
2015-08-07,74.67270135057014,72.49331418937192,71.76450838944578,65.2733156024825,100.52560952463061
2015-08-10,74.75878263511703,71.87488502394744,72.46452056259413,65.93303536937603,100.55622075181934
2015-08-11,74.65543584794351,71.48158374065062,72.34941777599751,65.51010534670041,100.17846966888189
2015-08-12,75.05652304094676,72.28204677788088,71.37260328069677,66.18955989550716,100.39358118461249
2015-08-13,75.54805575684927,72.74347068673238,72.28441769951529,66.10617531780993,100.09173383530903
2015-08-14,74.58814374241345,71.84352376162,71.96187263463818,65.385889546171,100.42564416746936
2015-08-17,74.57996858572218,72.07181803980436,72.7035573814649,65.23024164310318,100.51524576100735
2015-08-18,74.58132154189691,71.74845474436393,73.31371255232591,64.96556165756908,100.39541892921005
2015-08-19,74.3575971385418,71.34010270469238,72.53943310973425,65.80704056254802,100.93407261499429
2015-08-20,76.19164337695206,72.43130895129694,73.51673013412268,66.86195072088223,100.80979507421573
2015-08-21,76.06768375704527,71.98891295286982,73.44905545005194,65.62587880090986,101.18707305914394
2015-08-24,75.15297428398455,71.47171515007042,73.19068969889466,64.53207922765873,101.23947633813086
2015-08-25,73.13593873908043,70.51274781756666,73.56885819239918,63.52522605812959,101.25491537590517
2015-08-26,72.54334653973623,69.54281989704042,72.66510957210437,63.30699798108308,101.62561999656204
2015-08-27,72.78923658603594,69.4485285491347,73.2209005488485,63.28203052181587,101.79692516323313
2015-08-28,73.9871397439068,68.91378141836452,73.04514713430021,63.787457552085044,101.80966075060229
2015-08-31,73.36106650415022,68.05580744896187,72.6447105218116,64.86627712164861,101.78286814937205
2015-09-01,72.14116986526186,67.26709987970183,72.6104027549622,63.968291584646494,101.87385707335879
2015-09-02,73.30555063294207,67.7887815180515,72.51649255767023,63.499915587608136,101.91987514677965
2015-09-03,72.49108316364077,66.22108158663262,71.41276841038908,63.6510435556486,101.81896908048552
2015-09-04,72.41733324095986,65.84048164923757,70.24517168302695,62.68005817592013,101.46569419405233
2015-09-07,72.4727371005675,64.24835417156811,68.59333500699627,61.913770747948604,100.56509985069356
2015-09-08,72.79985095066651,64.34030508139004,69.4423444296059,60.85744678575,100.54108777063901
2015-09-09,72.497225009683,63.9985802852926,68.47733578239044,60.26482876738311,100.47096688532233
2015-09-10,72.29758833273635,64.78947674179348,70.1708270178637,59.66089517421524,100.91402067717435
2015-09-11,74.41637101304414,66.48361075823787,71.70241928053275,60.386504053000664,101.0881836753821
2015-09-14,74.6300820789129,66.07018337468602,71.10956598629943,59.568008520008284,101.5081797410478
2015-09-15,73.99352422942091,65.82292725972235,70.81018276964845,59.514823748040094,102.142558537621
2015-09-16,73.98771018845032,65.82407210797413,71.37585190586582,59.00292252605621,102.11977597672475
2015-09-17,73.54280872108721,65.76116693436477,71.01332860855867,59.1285740675677,101.83512707798256
2015-09-18,73.76050752943645,65.92951263985933,71.33348506630708,58.55771015184995,102.14246278680254
2015-09-21,74.91042129295715,66.29474923147389,71.58108304252904,59.92124540695251,101.94528159910274
2015-09-22,75.69323986295629,67.00221616852657,72.46366151733454,60.02617331398964,101.87017979195296
2015-09-23,75.7018871330219,67.16179011066122,72.95222556879219,59.798457007271345,102.40034150980159
2015-09-24,77.46647703999854,67.03994356749706,72.98349038382393,59.779414218200465,102.61438926109376
2015-09-25,77.84282365256033,67.54366603919316,72.65650450229046,59.73055558372591,103.02510370457307
2015-09-28,77.19173718074195,67.51832991789249,72.75377393169597,60.04311596452545,102.55573351274401
2015-09-29,75.79175530624818,67.08932717240164,73.69154898446347,58.8335761771946,102.58438145081112
2015-09-30,75.71452359773151,67.05886422938629,73.84566905279156,58.94443917829679,103.00304041624315
2015-10-01,74.47505432740915,65.67204611383418,72.28818326491947,58.37312830438821,102.55815211203358
2015-10-02,74.73873379333463,66.53627328463398,73.69484268920398,59.33373278207953,102.64541017243963
2015-10-05,74.5723316236702,66.70988574117143,72.75160855717776,59.41618412238617,102.80682508925747
2015-10-06,73.19924320690099,66.27995340625303,72.54141501076938,59.76770518832135,101.99659321832483
2015-10-07,73.0660716144321,66.05246995985803,72.79602787553362,59.636405870493235,102.58432394445391
2015-10-08,74.16968431581941,66.82110294439507,73.44533662293482,59.582918723586175,102.34472002311081
2015-10-09,75.18842524510889,67.30163592681869,74.80492765438744,60.790826587199554,102.31140321194955
2015-10-12,74.57556350931824,66.98638289862474,74.82066099533655,61.18588769227856,102.93070056741622
2015-10-13,76.32044579147647,67.9853566600716,74.65254470191219,61.61999460203597,102.30420362266146
2015-10-14,76.76519329101367,67.6824061974241,73.8280970117868,62.282064917792546,102.48687975862192
2015-10-15,77.61461676911723,68.16385921940751,74.24860157024807,61.06970041131415,102.34292620518073
2015-10-16,76.6641138273275,67.96495285347858,74.78024337320912,60.65981119579064,102.37485864026664
2015-10-19,77.70112282850508,69.01313410095246,76.38243546748998,61.727454674522406,102.09799524599077
2015-10-20,77.91328108658277,69.33137878296148,77.10548757065084,62.498674018988,102.60304998352974
2015-10-21,78.1091159883565,70.39799822928447,76.89926230563361,63.43106533165794,102.2178190564776
2015-10-22,78.59553118791716,70.61421077844507,77.73433554840672,63.593591146408414,102.36376834804857
2015-10-23,78.65869657232099,70.46153967077986,78.37716421643808,63.636273825199105,102.57443364460417
2015-10-26,79.83498859462172,71.12330462300598,78.68357932312998,63.493326209179436,102.5578434835137
2015-10-27,80.22552195924546,70.75888891624122,79.33553657727994,63.73429041818003,102.47615457432997
2015-10-28,80.20238869613931,70.7207785434701,78.86769035592131,63.66478060329596,102.39752635836619
2015-10-29,79.30258836109692,69.3612838591254,77.83650594994583,63.46052978976326,102.78139709714895
2015-10-30,78.70150521044272,70.24188506912886,78.01450367375668,64.16243587310798,102.96077792170514
2015-11-02,76.52335926578506,68.61743855271546,77.3164177986474,63.28174495799858,102.94785263804374
2015-11-03,76.6751472458362,68.22928089258494,76.3984020390016,62.61238191250139,102.57196433340334
2015-11-04,79.24617843107727,69.06054941128951,77.9380946324618,63.30574917726079,102.64565306381228
2015-11-05,79.27799285773503,69.94659109855418,79.13829168039297,64.38853622467413,102.85403077177074
2015-11-06,79.02538146634734,69.89240108793277,79.51169096817706,64.1815986217463,102.85909222697155
2015-11-09,77.88442616824346,68.57630925512511,77.71194258915332,62.778213020635256,103.39457674217682
2015-11-10,79.66239665717345,68.4796875598897,77.57867208225646,63.48343151126624,102.72221211140362
2015-11-11,80.75763533536592,68.2175019861147,76.60330604802364,62.65110472255104,103.6395673704292
2015-11-12,79.99288127158984,68.19447338008638,77.23328166040298,63.1263188387013,103.58985197620392
2015-11-13,80.88608340398453,68.16093469842521,77.50501086017742,63.64590691641382,103.19407313811793
2015-11-16,79.28844027116463,67.01594897161705,77.14216892767915,61.599887684699496,102.58244610550258
2015-11-17,79.2879662037236,66.66674271120614,77.0783066177169,61.260193547011,102.91121744662246
2015-11-18,79.22821862069839,66.43834764456595,79.55224701341248,61.92530039608677,103.13454652861071
2015-11-19,79.7464094999372,66.32491078862745,80.04965653795495,61.57787499188741,103.07305234585995
2015-11-20,78.07034379844877,65.80381688258416,80.03772292679137,61.00397847132379,103.07222515076779
2015-11-23,79.45101021482999,66.1247616761406,79.97775916678029,61.64206154117785,103.15018059663797
2015-11-24,79.944219774344,65.62587853302647,79.58594501561443,60.827867610873966,103.01422319745008
2015-11-25,80.5332411001185,66.7754790419578,80.18276902130305,60.890958978316476,103.4480542185092
2015-11-26,83.37118032685518,67.89901492270864,80.784085108988,61.88327215602458,103.69201517677062
2015-11-27,84.21001243635882,68.55090585210306,81.86963677148485,61.92222530283695,103.66549079872634
2015-11-30,82.71482465712806,67.0811900734028,80.54628853686086,60.74926875359134,103.0893629230901
2015-12-01,81.99657992914754,67.20108913935576,80.25208375160922,61.36022243400144,103.6023294779688
2015-12-02,82.36749235454104,68.20429141889377,79.84109307235182,62.55054728433224,103.44642992109432
2015-12-03,82.51463509011138,66.86672471081147,77.18420348655624,61.549816960172606,103.08938903412472
2015-12-04,81.51012145084945,66.79498893151691,77.62919964241988,61.742152731674096,103.57310070020019
2015-12-07,83.40495687710381,66.69964259471651,77.9155613500009,60.77355893880766,103.77141105930075
2015-12-08,83.65800938352292,67.75227278071118,78.86935671208226,60.77226127580664,103.05934580618683
2015-12-09,82.97364908976166,67.66817966781035,79.01075256109588,60.292691507452055,102.47838482314293
2015-12-10,83.14351530908752,68.18165332178492,81.16606139452188,60.88283492006887,102.35307582915351
2015-12-11,82.41854333535316,67.86667921715119,80.36810304525937,60.63406867373661,101.92073703770174
2015-12-14,82.67866403979475,68.3484971615766,80.08943945285942,61.84574157292608,101.88288398737785
2015-12-15,84.59949035118774,70.00667542937016,81.27421799044012,62.99734922515626,102.83762204140523
2015-12-16,84.70211110626961,69.70727675178465,80.72983200637725,62.95003593741012,103.9340848703846
2015-12-17,84.60379510799325,69.05733150616868,79.79700568804842,62.360167831685786,103.93673473286486
2015-12-18,85.12459328926536,68.80118867491136,81.41692687308331,63.104680798800516,104.2465875359891
2015-12-21,84.84283622017597,68.76052935447044,81.50429037182785,62.040700289332825,104.59031648914791
2015-12-22,85.53825809194663,71.11447726203191,84.08602939709954,63.22814103296075,104.56484735124884
2015-12-23,84.85409549817227,70.76120433986122,83.06690203104428,62.52537715843219,104.04375689997585
2015-12-24,85.83192866119029,70.23375550531713,83.44131063298957,61.669862469833284,104.45439846145332
2015-12-25,83.72618769518658,70.20712567887071,82.60036948615495,61.410439463561254,104.40798969176153
2015-12-28,82.14202368567484,69.89630542724777,81.8820155845544,61.83775640046716,104.59263069617752
2015-12-29,81.51732172512992,69.68845783909508,81.96671064988249,61.504593941085204,104.87089079720842
2015-12-30,81.0407173944952,70.21838579061202,81.93853620520805,60.864092238863144,104.5930670186429
2015-12-31,82.09779992966956,70.73510620171004,82.04474006992855,61.20460111926987,105.23167650782183
2016-01-01,81.84935956899861,69.73582359392833,81.3842111990219,61.37502005981026,105.27832384641233
2016-01-04,83.5863219841144,69.99146266754488,81.18757227286099,61.82141166640365,105.38019883897378
2016-01-05,83.07933096535905,69.39927585075577,79.15102462598766,61.40303151449999,105.23948697346745
2016-01-06,81.53163089603291,69.04375065311068,78.849346120535,61.3099684950223,105.5206645190716
2016-01-07,81.0849012557393,69.46202623677159,80.32405591460025,61.217028185500766,105.91465554807115
2016-01-08,81.58970517233784,70.16808363573739,81.35078856765297,62.27636981092415,105.72717006733856
2016-01-11,80.28666661482163,69.32919039721925,80.14510909695308,61.4958326975521,105.96319933113996
2016-01-12,79.81547570880258,68.88243944795015,79.00500668333859,61.233959496308245,105.82116773817296
2016-01-13,79.60306224581541,69.13131662127172,78.63210525768164,61.54595614823607,105.38489792614303
2016-01-14,78.9370571251423,68.93651743617835,77.73188246521003,61.34485253249179,105.28242893145483
2016-01-15,78.05380244463545,69.031599449412,76.91101862419465,60.75834766272452,105.52675568306147
2016-01-18,78.46661617352892,69.02132604513253,78.26939166868239,60.837216773198456,105.75066870355533
2016-01-19,79.13789758283879,68.85170794933296,78.42789133246274,60.940441194540384,106.17108819523766
2016-01-20,78.40432108212127,67.3758331788363,76.65697730846975,59.98715997353384,105.94001994262467
2016-01-21,77.80055891779335,67.43416085795599,77.19060713451663,60.25341601847245,105.84712469886455
2016-01-22,76.878542393944,67.09166584977007,77.65248744238617,59.50301070493257,105.89369446828837
2016-01-25,77.14755381914932,67.90132979608453,77.28275495788309,58.95742080771069,106.14400339700585
2016-01-26,76.69823024875345,67.53917607100541,77.1132939656447,57.73669589067103,106.12027475972677
2016-01-27,75.37471851524987,66.55450050751472,75.39145813000047,56.54887515484934,105.78708598225369
2016-01-28,75.82484717019534,66.74420854404613,74.76496201850084,56.18074116814849,105.23354564842893
2016-01-29,74.73670597572055,67.41661451144473,74.79508381437245,55.98709232457259,105.68925931458098
2016-02-01,75.6712372998801,68.42898704259946,75.63962624976467,57.00535160589945,106.10613499944562
2016-02-02,76.66658912583505,68.45568249687494,75.67846923924603,56.53741986556593,105.87898614753617
2016-02-03,76.28357790747091,69.20014726053218,76.50195235147223,56.99159845572067,106.45009386429807
2016-02-04,76.72170186567757,68.966205832685,76.5409516492358,55.80393818880059,106.44669994533675
2016-02-05,76.95987599266127,68.06584906860051,76.60224146265872,55.475795618662836,106.63701188237913
2016-02-08,75.97529587578862,68.11937120848795,75.44803209314898,54.8287380670524,107.13088257695777
2016-02-09,76.20574871483254,67.96725777664369,74.32928091788376,53.6720916199221,106.97130551878149
2016-02-10,77.55026881948777,69.06729601948895,74.550570716362,54.007974275380185,106.70144126539182
2016-02-11,77.37803748161062,67.99004114543104,75.15696780465663,53.57291654627463,106.07391015933176
2016-02-12,79.25270477505498,68.69762511607824,74.93400689328719,54.054764326397134,106.20834253297056
2016-02-15,78.41050499586325,68.69903163753764,74.74001680068655,53.388751615738414,106.39731217445299
2016-02-16,78.17587880549755,68.2764673064303,75.0428239096131,53.48539494795324,106.74122893731943
2016-02-17,79.14365900053639,68.71867171592875,76.06560864096433,53.39576675222597,106.98912607203918
2016-02-18,79.02935054964529,68.78494168226189,77.46652852756945,53.40627008407367,107.04993562010957
